codigo,descricao,ref_grupo,grupo,cod_conta,conta_financeira,unidade
10517,"Mão de obra empreitada para Instalação de tela alambrado, revestido em PVC, 4,00 x 25m, com tubo metálico",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10518,Mão de obra empreitada para instalação hidrossanitário - contrapiso,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10519,Mão de obra empreitada para instalação hidrossanitário - parede,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10520,"Mão de obra empreitada para instalação de louças, metais e acabamentos",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10521,Mão de obra empreitada para instalação de gás - contrapiso,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10522,Mão de obra empreitada para instalação de gás - parede,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10524,Mão de obra empreitada para aterramento elétrico,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10525,Mão de obra empreitada para instalação de grade,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10526,Mão de obra empreitada para pintura da balança de pesagem,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10527,Mão de obra empreitada para construção da balança de pesagem,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10531,Mão de obra empreitada para instalação de mangueira de 1 e 2 tramas,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10533,"Mão de obra empreitada para execução de gabião caixa 2,00 x 1,00 x 0,50m ",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10534,"Mão de obra empreitada para execução de gabião caixa 2,00 x 1,00 x 1,00m ",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10535,Mão de obra empreitada para reatero em rocha,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10537,Mão de obra em geral,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10540,Mão de obra empreitada para instalação do sistema de pressurização direta,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10541,Deslocamento por quilômetro rodado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,km
10542,Mão de obra empreitada para compatibilização,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10552,Mão de obra para montagem de estrutura metálica,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,kg
10553,Mão de obra empreitada para instalação de chapa inox,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10571,"Mão de obra empreitada para construção de banco de dutos, tipo 1x2 (2 Ø 4"")",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10572,"Mão de obra empreitada para construção de banco de dutos, tipo 1x3 (3 Ø 4"")",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10573,"Mão de obra empreitada para construção de banco de dutos, tipo 2x3 (5 Ø 4"")",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10574,"Mão de obra empreitada para construção de banco de dutos, tipo 2x3 (6 Ø 4"")",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10575,"Mão de obra empreitada para construção de banco de dutos, tipo 2x4 (8 Ø 4"")",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10576,Mão de obra empreitada para Instalação de caixa de passagem em concreto armado tipo B (85x65x101cm) - padrão Celesc,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10577,Mão de obra empreitada para Instalação de caixa de passagem em concreto armado tipo C (85x65x120cm) - padrão Celesc,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10578,Mão de obra empreitada para Instalação de caixa de passagem em concreto armado tipo D (120x94x132cm) - padrão Celesc,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10579,Mão de obra empreitada para instalação de CM (260x330x250cm) - padrão Celesc,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10580,Mão de obra empreitada para instalação de base em concreto armado para transformador pedestal,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10581,Mão de obra empreitada para instalação de base em concreto armado para quadro de distribuição pedestal (QDP),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10582,Mão de obra empreitada para instalação de caixa de passagem em concreto tipo 30x30x40cm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10583,"Mão de obra empreitada para construção de banco de dutos, tipo 2x2 (4 Ø 4"")",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10584,Mão de obra empreitada para instalação de caixa de passagem em concreto armado tipo R1 (60x35x60cm),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10585,Mão de obra empreitada para instalação de caixa de passagem em concreto armado tipo R2 (107x52x70cm),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10586,Mão de obra empreitada para instalação de caixa de passagem em concreto armado tipo (30x30x40cm),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10587,"Mão de obra empreitada para construção de banco de dutos, tipo 1x1 (1 Ø 2"")",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10588,Mão de obra empreitada para instalação de caixa de passagem em concreto armado tipo A (65x41x80cm) - padrão Celesc,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10589,Mão de obra empreitada para instalação de caixa de passagem em concreto armado tipo (30x30x40cm),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10590,Mão de obra empreitada para instalação de armário de QDP,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10591,Mão de obra empreitada para instalação de transformador pedestal,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10592,Mão de obra empreitada para instalação de BMI e BT,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10593,Mão de obra empreitada instalação de conector a compressão,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10594,Mão de obra empreitada para instalação de TDC - T - RETO ,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10595,Mão de obra empreitada para lançamento de circuito de BT em dutos de RDS,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10596,Mão de obra empreitada para lançamento de circuitos de MT em dutos de RDS,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10597,Mão de obra empreitada para lançamento de circuitos de iluminação,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10598,Mão de obra empreitada para lançamento do condutor de proteção,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10599,Mão de obra para instalação de postes de iluminação,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10600,Mão de obra empreitada para instalação das luminárias de led,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10601,Mão de obra empreitada para instalação de conectores hastes de terra e acessórios,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10602,Mão de obra para instalação de acessórios de RDS,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10603,Mão de obra empreitada para instalação de miscelâneas,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10605,Bonificação por cumprimento de prazo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10606,Empreitada de serviços gerais - sábado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10607,Empreitada de serviços gerais - domingo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10608,Empreitada de serviços semi profissional - sábado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10609,Empreitada de serviços semi profissional - domingo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10610,Empreitada de serviços especializados - construção civil - sábado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10611,Empreitada de serviços especializados - construção civil - domingo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10612,Empreitada de serviços de liderança,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10613,Empreitada de serviços especializados - abastecimento - sábado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10614,Empreitada de serviços especializados - abastecimento - domingo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10624,Mão de obra empreitada para ligação e conexão de BDTC DN 1000mm com galeria existente,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10625,Mão de obra empreitada para ligação e conexão de BSTC DN 1000mm com galeria existente,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10626,Mão de obra empreitada para ligação e conexão de BDTC DN 400mm com galeria existente,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10627,"Mão de obra empreitada para execução de caixa específica, acima de 4m², parede dupla em bloco de concreto preenchido, armado nos 4 cantos com ferro 8mm e tampa de concreto de 18cm de espessura com armação dupla",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10648,Mão de obra empreitada para execução de corta em pavimento,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10651,Mão de obra empreitada para montagem de armadura em aço,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10652,Mão de obra empreitada para execução de formas em madeira (m),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10653,Mão de obra empreitada para montagem de armadura em aço (m),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10654,Mão de obra empreitada para execução de concretagem (m),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10655,Mão de obra empreitada para execução de escada em concreto armado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10656,Mão de obra empreitada para execução de formas - laje,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10657,Mão de obra empreitada para montagem de armadura em aço (m2),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10658,Mão de obra empreitada para execução de concretagem (m2),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10661,Montagem de comporta metálica,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10664,Mão de obra empreitada para instalação hidrossanitário - teto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10668,"Mão de obra empreitada para colocação de tela revestida em pvc (h= 1,52m)",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10669,"Mão de obra para instalação de tela PVC 1.1/2"", esp. 2,80mm - h=4,00m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10670,Mão de obra empreitada para instalações elétricas - piso,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10671,Mão de obra empreitada para instalações elétricas - parede,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10672,Mão de obra empreitada para instalações elétricas - teto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10673,Mão de obra empreitada para instalações elétricas - fiação,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10674,Mão de obra empreitada para instalações elétricas - luminárias,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10675,"Mão de obra empreitada para instalações elétricas - interruptores, tomadas e acabamentos",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10676,Mão de obra empreitada para colocação de pedras naturais,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10679,Mão de obra empreitada para execução de reaterro,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10680,Empreitada de serviços especializados - jardinagem - sábado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,dia
10681,Empreitada de serviços especializados - jardinagem - domingo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,dia
10682,Empreitada de serviços especializados - jardinagem (serviços gerais),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10683,Empreitada de serviços especializados - jardinagem (serviços gerais) - sábado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,dia
10684,Empreitada de serviços especializados - jardinagem (serviços gerais) - domingo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,dia
10686,Mão de obra empreitada para Instalação de caixa de passagem em concreto armado tipo B e D,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10687,Mão de obra empreitada para instalação de cabos em alumínio 50mm e acessórios,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10688,"Mão de obra empreitada para instalação de cabos em alumínio 25, 35, 70, 95 e 150mm e acessórios",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10689,"Mão de obra empreitada para instalação de cabos em cobre unipolares 4, 10, 16, 240mm e acessórios",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10690,Mão de obra empreitada para instalação de quadros de distribuição pedestal e acessórios,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10691,"Mão de obra empreitada para instalação de quadros de medição, proteção e acessórios",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10692,"Mão de obra empreitada para instalação de quadros de distribuição, base e sistemas de automação",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10693,"Mão de obra empreitada para instalação de torres monotubulares com módulos LED, SPDA, barramento e acessórios",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10694,Mão de obra empreitada para instalação de chaves reversoras (para geradores) e painel para alocação,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10732,Mão de obra empreitada para instalação de esquadrias,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10735,Mão de obra empreitada para instalação de tubos PEAD para drenagem - DN 110 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10736,Mão de obra empreitada para instalação de tubos PEAD para drenagem - DN 200 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10737,Mão de obra empreitada para manutenção de mesa,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10738,Mão de obra empreitada para instalação de placa cimentícia,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10739,Mão de obra empreitada para execução de tratamento termoacústico,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10740,"Mão de obra empreitada para instalação de placa ST e RU, com reforço Plywood",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10746,Mão de obra empreitada para demarcação de lotes,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10748,Mão de obra empreitada para execução de mureta sobre gabião,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10749,Mão de obra empreitada para execução de mureta sobre galeria,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10750,Mão de obra empreitada para execução de micro estaca - h=1m,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10756,Mão de obra empreitada para execução de muro pré-fabricado - com pilares tipo H,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10757,Serviços terceirizados para manutenção mecânica,1,Mão de Obra,2.01.06.06,"Manutenção de Máquinas, Equipamentos e Ferramentas",vb
10758,Mão de obra empreitada para pintura do muro externo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10759,Mão de obra empreitada para execução de broca em concreto armado - diâmetros 30cm - 2 metros de profundidade,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
